hour;linkID;link_type;start_node;end_node;flowrate;velocity;status
0:00:00;10101;Pipe;8596;8598;0.00060523;0.00829472;1
0:00:00;10103;Pipe;8598;8600;0.00043932;0.00602087;1
0:00:00;10105;Pipe;8600;8602;0.00041999;0.00575592;1
0:00:00;10107;Pipe;8598;8604;0.00016591;0.00511616;1
0:00:00;10109;Pipe;8604;8606;0.00016256;0.00501262;1
0:00:00;10111;Pipe;8606;8608;0.00015415;0.00475339;1
0:00:00;10113;Pipe;8608;8610;0.00004674;0.00144135;1
0:00:00;10115;Pipe;8610;8612;0.00001347;0.00041537;1
0:00:00;10117;Pipe;8612;8614;0.00000000;0.00000000;1
0:00:00;10119;Pipe;8602;8616;0.00041946;0.00827823;1
0:00:00;10121;Pipe;8616;8618;0.00041946;0.00827823;1
0:00:00;10123;Pipe;8618;8620;0.00041946;0.00827823;1
0:00:00;10125;Pipe;8620;8622;0.00041946;0.00827823;1
0:00:00;10127;Pipe;8622;8624;0.00041946;0.00827823;1
0:00:00;10129;Pipe;8624;8626;0.00041946;0.00827823;1
0:00:00;10131;Pipe;8626;8628;0.00041946;0.00827823;1
0:00:00;10133;Pipe;8628;8630;0.00025382;0.00500915;1
0:00:00;10135;Pipe;8630;8632;0.00025382;0.00500915;1
0:00:00;10137;Pipe;8632;8634;0.00025382;0.00500915;1
0:00:00;10139;Pipe;8634;8636;0.00025382;0.00500915;1
0:00:00;10141;Pipe;8636;8638;0.00025382;0.00500915;1
0:00:00;10143;Pipe;8638;8640;0.00025382;0.00500915;1
0:00:00;10145;Pipe;8640;8642;0.00014543;0.00287001;1
0:00:00;10147;Pipe;8628;8644;0.00016565;0.00510795;1
0:00:00;10149;Pipe;8644;8646;0.00016565;0.00510795;1
0:00:00;10151;Pipe;8646;8648;0.00016565;0.00510795;1
0:00:00;10153;Pipe;8648;8650;0.00010145;0.00312826;1
0:00:00;10155;Pipe;8650;8652;0.00004459;0.00137493;1
0:00:00;10157;Pipe;8652;8654;0.00003278;0.00101096;1
0:00:00;10159;Pipe;8654;8656;0.00002884;0.00088935;1
0:00:00;10161;Pipe;8656;8658;0.00002884;0.00088935;1
0:00:00;10163;Pipe;8658;8660;0.00002884;0.00088935;1
0:00:00;10165;Pipe;8660;8662;0.00000395;0.00012168;1
0:00:00;10167;Pipe;8662;8664;0.00000395;0.00012168;1
0:00:00;10169;Pipe;8660;8666;0.00002397;0.00073908;1
0:00:00;10171;Pipe;8666;8668;0.00002182;0.00067277;1
0:00:00;10173;Pipe;8668;8670;0.00002182;0.00067277;1
0:00:00;10175;Pipe;8670;8672;0.00002182;0.00067277;1
0:00:00;10177;Pipe;8672;8674;0.00002182;0.00067277;1
