hour;linkID;link_type;start_node;end_node;flowrate;velocity;status
0:00:00;10101;Pipe;8596;8598;0.00156582;0.02145955;1
0:00:00;10103;Pipe;8598;8600;0.00113658;0.01557680;1
0:00:00;10105;Pipe;8600;8602;0.00108656;0.01489133;1
0:00:00;10107;Pipe;8598;8604;0.00042924;0.01323618;1
0:00:00;10109;Pipe;8604;8606;0.00042055;0.01296833;1
0:00:00;10111;Pipe;8606;8608;0.00039880;0.01229767;1
0:00:00;10113;Pipe;8608;8610;0.00012093;0.00372897;1
0:00:00;10115;Pipe;8610;8612;0.00003485;0.00107462;1
0:00:00;10117;Pipe;8612;8614;0.00000000;0.00000000;1
0:00:00;10119;Pipe;8602;8616;0.00108521;0.02141690;1
0:00:00;10121;Pipe;8616;8618;0.00108521;0.02141690;1
0:00:00;10123;Pipe;8618;8620;0.00108521;0.02141690;1
0:00:00;10125;Pipe;8620;8622;0.00108521;0.02141690;1
0:00:00;10127;Pipe;8622;8624;0.00108521;0.02141690;1
0:00:00;10129;Pipe;8624;8626;0.00108521;0.02141690;1
0:00:00;10131;Pipe;8626;8628;0.00108521;0.02141690;1
0:00:00;10133;Pipe;8628;8630;0.00065787;0.01298320;1
0:00:00;10135;Pipe;8630;8632;0.00065787;0.01298320;1
0:00:00;10137;Pipe;8632;8634;0.00065787;0.01298320;1
0:00:00;10139;Pipe;8634;8636;0.00065787;0.01298320;1
0:00:00;10141;Pipe;8636;8638;0.00065787;0.01298320;1
0:00:00;10143;Pipe;8638;8640;0.00065787;0.01298320;1
0:00:00;10145;Pipe;8640;8642;0.00037341;0.00736931;1
0:00:00;10147;Pipe;8628;8644;0.00042734;0.01317766;1
0:00:00;10149;Pipe;8644;8646;0.00042734;0.01317766;1
0:00:00;10151;Pipe;8646;8648;0.00042734;0.01317766;1
0:00:00;10153;Pipe;8648;8650;0.00025842;0.00796874;1
0:00:00;10155;Pipe;8650;8652;0.00011132;0.00343264;1
0:00:00;10157;Pipe;8652;8654;0.00008078;0.00249100;1
0:00:00;10159;Pipe;8654;8656;0.00007058;0.00217639;1
0:00:00;10161;Pipe;8656;8658;0.00007058;0.00217639;1
0:00:00;10163;Pipe;8658;8660;0.00007058;0.00217639;1
0:00:00;10165;Pipe;8660;8662;0.00001021;0.00031481;1
0:00:00;10167;Pipe;8662;8664;0.00001021;0.00031481;1
0:00:00;10169;Pipe;8660;8666;0.00005797;0.00178761;1
0:00:00;10171;Pipe;8666;8668;0.00005241;0.00161605;1
0:00:00;10173;Pipe;8668;8670;0.00005241;0.00161605;1
0:00:00;10175;Pipe;8670;8672;0.00005241;0.00161605;1
0:00:00;10177;Pipe;8672;8674;0.00005241;0.00161605;1
0:00:00;10179;Pipe;8674;8676;0.00005241;0.00161605;1
0:00:00;10181;Pipe;8676;8678;0.00005241;0.00161605;1
0:00:00;10183;Pipe;8678;8680;-0.00007581;0.00233786;1
0:00:00;10185;Pipe;8680;8682;-0.00011698;0.00360711;1
0:00:00;10187;Pipe;8682;8684;-0.00025925;0.00799427;1
0:00:00;10189;Pipe;8684;8686;-0.00027791;0.00856981;1
0:00:00;10191;Pipe;8686;8640;-0.00027792;0.00856997;1
0:00:00;10193;Pipe;8642;8688;0.00011596;0.00357590;1
0:00:00;10195;Pipe;8642;8690;0.00022912;0.00706537;1
0:00:00;10197;Pipe;8690;8692;0.00022912;0.00706537;1
0:00:00;10199;Pipe;8692;8694;0.00022737;0.00701127;1
0:00:00;10201;Pipe;8694;8696;0.00021006;0.00647735;1
0:00:00;10203;Pipe;8696;8698;-0.00010723;0.00330667;1
0:00:00;10205;Pipe;8698;8700;-0.00015000;0.00462556;1
0:00:00;10207;Pipe;8700;8648;-0.00016892;0.00520892;1
0:00:00;10209;Pipe;8696;8702;0.00031729;0.00978402;1
0:00:00;10211;Pipe;8702;8704;0.00031729;0.00978402;1
0:00:00;10213;Pipe;8704;8706;0.00031703;0.00977614;1
0:00:00;10215;Pipe;8706;8708;0.00031691;0.00977225;1
0:00:00;10219;Pipe;8710;8712;0.00009065;0.00279544;1
0:00:00;10221;Pipe;8712;8714;0.00006981;0.00215255;1
0:00:00;10223;Pipe;8678;8716;0.00005646;0.00174090;1
0:00:00;10225;Pipe;8716;8718;0.00002711;0.00083594;1
0:00:00;10227;Pipe;8718;8720;0.00002711;0.00083594;1
0:00:00;10229;Pipe;8672;8722;0.00000000;0.00000000;1
0:00:00;10231;Pipe;8722;8724;-0.00001311;0.00040425;1
0:00:00;10233;Pipe;8724;8726;-0.00001311;0.00040425;1
0:00:00;10235;Pipe;8726;8728;0.00000000;0.00000000;1
0:00:00;10237;Pipe;8728;8730;0.00000000;0.00000000;1
0:00:00;10239;Pipe;8730;8732;0.00000000;0.00000000;1
0:00:00;10241;Pipe;8722;8734;0.00001311;0.00040425;1
0:00:00;10243;Pipe;8734;8792;0.00001311;0.00040425;1
0:00:00;10245;Pipe;8736;8726;0.00001311;0.00040425;1
0:00:00;10247;Pipe;8688;8738;0.00005703;0.00703483;1
0:00:00;10249;Pipe;8708;8740;0.00023234;0.02865865;1
0:00:00;10251;Pipe;8714;8742;0.00002910;0.00358973;1
0:00:00;10253;Pipe;8720;8744;0.00000133;0.00016463;1
0:00:00;10255;Pipe;8732;8746;0.00000000;0.00000000;1
0:00:00;10257;Pipe;8710;8682;-0.00010316;0.00318119;1
0:00:00;10305;Pipe;8792;8736;0.00001311;0.00040425;1
0:00:00;11059;Pipe;9402;4922;0.00156582;0.00175180;1
0:00:00;11067;Pipe;9410;8596;0.00156582;0.00343353;1
0:00:00;5359;Pipe;4922;9410;0.00156582;0.00536489;1
0:00:00;6210;Pipe;5656;4922;0.00000000;0.00000000;1
0:00:00;550083;Pipe;880081;9402;0.00156582;0.00175180;1
0:00:00;550084;Pipe;880081;7384;-0.00156582;0.00175180;1
1:00:00;10101;Pipe;8596;8598;0.00165864;0.02273175;1
1:00:00;10103;Pipe;8598;8600;0.00120396;0.01650025;1
1:00:00;10105;Pipe;8600;8602;0.00115097;0.01577414;1
1:00:00;10107;Pipe;8598;8604;0.00045469;0.01402087;1
1:00:00;10109;Pipe;8604;8606;0.00044549;0.01373714;1
1:00:00;10111;Pipe;8606;8608;0.00042245;0.01302672;1
1:00:00;10113;Pipe;8608;8610;0.00012810;0.00395004;1
1:00:00;10115;Pipe;8610;8612;0.00003692;0.00113833;1
1:00:00;10117;Pipe;8612;8614;0.00000000;0.00000000;1
1:00:00;10119;Pipe;8602;8616;0.00114955;0.02268657;1
1:00:00;10121;Pipe;8616;8618;0.00114955;0.02268657;1
1:00:00;10123;Pipe;8618;8620;0.00114955;0.02268657;1
1:00:00;10125;Pipe;8620;8622;0.00114955;0.02268657;1
1:00:00;10127;Pipe;8622;8624;0.00114955;0.02268657;1
1:00:00;10129;Pipe;8624;8626;0.00114955;0.02268657;1
1:00:00;10131;Pipe;8626;8628;0.00114955;0.02268657;1
1:00:00;10133;Pipe;8628;8630;0.00069687;0.01375294;1
1:00:00;10135;Pipe;8630;8632;0.00069687;0.01375294;1
1:00:00;10137;Pipe;8632;8634;0.00069687;0.01375294;1
1:00:00;10139;Pipe;8634;8636;0.00069687;0.01375294;1
1:00:00;10141;Pipe;8636;8638;0.00069687;0.01375294;1
1:00:00;10143;Pipe;8638;8640;0.00069687;0.01375294;1
1:00:00;10145;Pipe;8640;8642;0.00039554;0.00780614;1
1:00:00;10147;Pipe;8628;8644;0.00045267;0.01395880;1
1:00:00;10149;Pipe;8644;8646;0.00045267;0.01395880;1
1:00:00;10151;Pipe;8646;8648;0.00045267;0.01395880;1
1:00:00;10153;Pipe;8648;8650;0.00027374;0.00844100;1
1:00:00;10155;Pipe;8650;8652;0.00011791;0.00363598;1
1:00:00;10157;Pipe;8652;8654;0.00008557;0.00263852;1
1:00:00;10159;Pipe;8654;8656;0.00007476;0.00230526;1
1:00:00;10161;Pipe;8656;8658;0.00007476;0.00230526;1
1:00:00;10163;Pipe;8658;8660;0.00007476;0.00230526;1
1:00:00;10165;Pipe;8660;8662;0.00001081;0.00033348;1
1:00:00;10167;Pipe;8662;8664;0.00001081;0.00033348;1
1:00:00;10169;Pipe;8660;8666;0.00006140;0.00189343;1
1:00:00;10171;Pipe;8666;8668;0.00005551;0.00171170;1
1:00:00;10173;Pipe;8668;8670;0.00005551;0.00171170;1
1:00:00;10175;Pipe;8670;8672;0.00005551;0.00171170;1
1:00:00;10177;Pipe;8672;8674;0.00005551;0.00171170;1
1:00:00;10179;Pipe;8674;8676;0.00005551;0.00171170;1
1:00:00;10181;Pipe;8676;8678;0.00005551;0.00171170;1
1:00:00;10183;Pipe;8678;8680;-0.00008031;0.00247661;1
1:00:00;10185;Pipe;8680;8682;-0.00012392;0.00382110;1
1:00:00;10187;Pipe;8682;8684;-0.00027462;0.00846835;1
1:00:00;10189;Pipe;8684;8686;-0.00029439;0.00907802;1
1:00:00;10191;Pipe;8686;8640;-0.00029440;0.00907819;1
1:00:00;10193;Pipe;8642;8688;0.00012284;0.00378789;1
1:00:00;10195;Pipe;8642;8690;0.00024271;0.00748416;1
1:00:00;10197;Pipe;8690;8692;0.00024271;0.00748416;1
1:00:00;10199;Pipe;8692;8694;0.00024085;0.00742685;1
1:00:00;10201;Pipe;8694;8696;0.00022251;0.00686127;1
1:00:00;10203;Pipe;8696;8698;-0.00011359;0.00350277;1
1:00:00;10205;Pipe;8698;8700;-0.00015890;0.00489986;1
1:00:00;10207;Pipe;8700;8648;-0.00017894;0.00551780;1
1:00:00;10209;Pipe;8696;8702;0.00033610;0.01036405;1
1:00:00;10211;Pipe;8702;8704;0.00033610;0.01036405;1
1:00:00;10213;Pipe;8704;8706;0.00033583;0.01035570;1
1:00:00;10215;Pipe;8706;8708;0.00033569;0.01035158;1
1:00:00;10219;Pipe;8710;8712;0.00009603;0.00296116;1
1:00:00;10221;Pipe;8712;8714;0.00007394;0.00228016;1
1:00:00;10223;Pipe;8678;8716;0.00005980;0.00184411;1
1:00:00;10225;Pipe;8716;8718;0.00002872;0.00088549;1
1:00:00;10227;Pipe;8718;8720;0.00002872;0.00088549;1
1:00:00;10229;Pipe;8672;8722;0.00000000;0.00000000;1
1:00:00;10231;Pipe;8722;8724;-0.00001311;0.00040425;1
1:00:00;10233;Pipe;8724;8726;-0.00001311;0.00040425;1
1:00:00;10235;Pipe;8726;8728;0.00000000;0.00000000;1
1:00:00;10237;Pipe;8728;8730;0.00000000;0.00000000;1
1:00:00;10239;Pipe;8730;8732;0.00000000;0.00000000;1
1:00:00;10241;Pipe;8722;8734;0.00001311;0.00040425;1
1:00:00;10243;Pipe;8734;8792;0.00001311;0.00040425;1
1:00:00;10245;Pipe;8736;8726;0.00001311;0.00040425;1
1:00:00;10247;Pipe;8688;8738;0.00006041;0.00745188;1
1:00:00;10249;Pipe;8708;8740;0.00024612;0.03035763;1
1:00:00;10251;Pipe;8714;8742;0.00003083;0.00380254;1
1:00:00;10253;Pipe;8720;8744;0.00000141;0.00017439;1
1:00:00;10255;Pipe;8732;8746;0.00000000;0.00000000;1
1:00:00;10257;Pipe;8710;8682;-0.00010928;0.00336978;1
1:00:00;10305;Pipe;8792;8736;0.00001311;0.00040425;1
1:00:00;11059;Pipe;9402;4922;0.00165864;0.00185565;1
1:00:00;11067;Pipe;9410;8596;0.00165864;0.00363708;1
